measure_date,year,month,day_name,day_of_week,city_name,vn_aqi,health_implication,dominant_pollutant,is_hazardous,data_quality_status,avg_aqi_owm,avg_pm2_5,max_pm2_5,avg_pm10,max_pm10,avg_co,avg_no2,avg_so2,avg_o3,avg_no,avg_nh3,record_count
2022-01-15,2022,1,Saturday,7,Ho Chi Minh City,125,Poor,PM2.5,false,Valid,4.58,65.12,234.01,85.23,293.83,1240.85,36.11,42.94,240.33,10.69,10.0,24
2022-01-16,2022,1,Sunday,1,Ho Chi Minh City,94,Moderate,PM2.5,false,Valid,4.25,47.02,86.04,61.62,113.75,977.16,33.62,39.6,191.69,7.6,9.23,24
2022-01-17,2022,1,Monday,2,Ho Chi Minh City,101,Poor,PM2.5,false,Valid,4.38,50.34,86.61,67.32,114.15,1204.13,47.12,56.53,79.39,15.33,11.66,24
2022-01-18,2022,1,Tuesday,3,Ho Chi Minh City,122,Poor,PM2.5,false,Valid,4.08,63.03,142.05,83.56,183.19,1399.96,47.2,47.46,111.58,18.91,11.41,24
2022-01-19,2022,1,Wednesday,4,Ho Chi Minh City,128,Poor,PM2.5,false,Valid,4.58,66.55,143.58,86.65,187.08,1403.01,52.91,56.62,123.02,15.09,12.77,24
2022-01-20,2022,1,Thursday,5,Ho Chi Minh City,124,Poor,PM2.5,false,Valid,4.54,64.38,151.54,83.16,196.02,1275.06,43.58,50.05,171.66,12.35,10.99,24
2022-01-21,2022,1,Friday,6,Ho Chi Minh City,145,Poor,PM2.5,false,Valid,4.42,77.13,145.13,97.33,192.2,1226.66,48.43,62.09,277.52,16.06,10.47,24
2022-01-22,2022,1,Saturday,7,Ho Chi Minh City,122,Poor,Ozone,false,Valid,3.92,51.18,112.58,65.56,126.01,879.25,36.87,50.93,243.19,8.79,7.96,24
2022-01-23,2022,1,Sunday,1,Ho Chi Minh City,,N/A,,false,Insufficient Data (<75%),4.0,28.45,28.45,42.45,42.45,694.27,40.78,42.92,16.81,0.79,6.65,1
2022-01-24,2022,1,Monday,2,Ho Chi Minh City,83,Moderate,PM2.5,false,Valid,4.13,41.63,91.38,56.6,114.37,1121.81,56.04,72.42,24.68,21.35,10.81,23
2022-01-25,2022,1,Tuesday,3,Ho Chi Minh City,94,Moderate,PM2.5,false,Valid,4.33,47.37,89.16,62.05,112.96,1036.96,48.34,65.84,113.01,20.14,9.63,24
2022-01-26,2022,1,Wednesday,4,Ho Chi Minh City,104,Poor,PM2.5,false,Valid,4.42,52.06,86.3,67.33,100.99,939.88,36.34,41.86,197.41,9.92,7.66,24
2022-01-27,2022,1,Thursday,5,Ho Chi Minh City,97,Moderate,PM2.5,false,Valid,4.46,48.91,81.28,65.67,96.36,926.81,38.75,45.27,163.08,9.98,8.28,24
2022-01-28,2022,1,Friday,6,Ho Chi Minh City,77,Moderate,PM2.5,false,Valid,4.04,38.41,67.29,54.01,92.41,1045.31,37.44,38.31,80.11,8.88,11.28,24
2022-01-29,2022,1,Saturday,7,Ho Chi Minh City,67,Moderate,PM2.5,false,Valid,3.88,33.61,49.32,45.92,61.85,739.89,26.71,30.32,168.8,2.72,7.82,24
2022-01-30,2022,1,Sunday,1,Ho Chi Minh City,53,Moderate,PM2.5,false,Valid,3.5,26.19,39.51,36.47,54.53,642.54,28.51,28.29,134.47,0.71,5.68,24
2022-01-31,2022,1,Monday,2,Ho Chi Minh City,54,Moderate,PM2.5,false,Valid,3.5,26.97,37.83,41.89,54.34,691.22,30.41,34.92,145.91,3.38,6.17,24
2022-02-01,2022,2,Tuesday,3,Ho Chi Minh City,47,Good,PM2.5,false,Valid,3.17,23.64,41.65,39.88,64.48,741.56,33.13,40.98,127.32,5.93,7.98,24
2022-02-02,2022,2,Wednesday,4,Ho Chi Minh City,82,Moderate,PM2.5,false,Valid,3.92,40.84,71.53,55.96,95.07,1000.52,39.07,49.98,104.43,11.75,9.86,24
2022-02-03,2022,2,Thursday,5,Ho Chi Minh City,123,Poor,Ozone,false,Valid,4.54,58.73,104.27,75.16,136.09,1178.82,42.25,57.82,246.05,14.25,11.24,24
2022-02-04,2022,2,Friday,6,Ho Chi Minh City,118,Poor,PM2.5,false,Valid,4.46,60.59,95.05,78.26,124.52,1364.07,52.87,61.81,127.32,14.73,14.3,24
2022-02-05,2022,2,Saturday,7,Ho Chi Minh City,89,Moderate,PM2.5,false,Valid,4.0,44.56,153.22,56.5,180.74,1157.12,48.14,55.09,171.66,9.53,13.64,24
2022-02-06,2022,2,Sunday,1,Ho Chi Minh City,57,Moderate,PM2.5,false,Valid,3.21,28.24,79.41,37.97,104.89,942.11,40.21,48.64,86.55,12.12,11.77,24
2022-02-07,2022,2,Monday,2,Ho Chi Minh City,76,Moderate,PM2.5,false,Valid,3.25,37.85,116.65,51.37,151.94,1018.32,42.44,62.29,164.51,18.28,11.94,24
2022-02-08,2022,2,Tuesday,3,Ho Chi Minh City,79,Moderate,Ozone,false,Valid,3.04,26.62,55.95,37.04,76.19,832.8,36.24,50.57,183.11,10.89,10.63,24
2022-02-09,2022,2,Wednesday,4,Ho Chi Minh City,61,Moderate,PM2.5,false,Valid,3.5,30.38,70.29,42.59,94.58,939.61,39.36,49.67,133.04,9.54,10.96,24
2022-02-10,2022,2,Thursday,5,Ho Chi Minh City,60,Moderate,PM2.5,false,Valid,3.33,29.74,54.99,42.88,76.78,945.45,41.7,56.07,104.43,13.65,11.27,24
2022-02-11,2022,2,Friday,6,Ho Chi Minh City,73,Moderate,PM2.5,false,Valid,3.58,36.47,93.08,49.37,120.86,985.5,44.45,54.68,144.48,9.45,11.28,24
2022-02-12,2022,2,Saturday,7,Ho Chi Minh City,45,Good,PM2.5,false,Valid,2.79,22.78,40.13,31.77,53.44,724.04,32.89,40.16,131.61,5.99,8.9,24
2022-02-13,2022,2,Sunday,1,Ho Chi Minh City,43,Good,PM2.5,false,Valid,2.71,21.54,35.22,30.99,49.26,758.53,34.12,43.3,85.12,9.95,7.97,24
2022-02-14,2022,2,Monday,2,Ho Chi Minh City,102,Poor,PM2.5,false,Valid,4.13,50.69,125.12,66.22,151.17,1130.98,45.93,70.18,107.29,26.93,11.12,24
2022-02-15,2022,2,Tuesday,3,Ho Chi Minh City,95,Moderate,PM2.5,false,Valid,3.38,47.67,183.99,58.98,218.84,965.48,41.9,52.09,157.36,15.96,8.08,24
2022-02-16,2022,2,Wednesday,4,Ho Chi Minh City,59,Moderate,PM2.5,false,Valid,3.58,29.28,47.71,38.75,60.46,709.57,33.19,36.66,120.16,2.96,5.94,24
2022-02-17,2022,2,Thursday,5,Ho Chi Minh City,47,Good,PM2.5,false,Valid,3.0,23.79,44.88,33.58,60.82,675.08,33.78,34.65,95.84,2.95,5.75,24
2022-02-18,2022,2,Friday,6,Ho Chi Minh City,54,Moderate,PM2.5,false,Valid,3.29,26.97,41.25,38.72,55.03,643.09,29.75,30.9,118.73,3.08,5.58,24
2022-02-19,2022,2,Saturday,7,Ho Chi Minh City,70,Moderate,Ozone,false,Valid,3.88,31.35,42.86,42.75,55.27,685.37,32.12,35.85,175.95,3.44,6.34,24
2022-02-20,2022,2,Sunday,1,Ho Chi Minh City,,N/A,,false,Insufficient Data (<75%),5.0,51.11,51.11,65.7,65.7,847.82,43.87,48.16,3.84,3.63,7.47,1
2022-02-21,2022,2,Monday,2,Ho Chi Minh City,160,Unhealthy,PM2.5,false,Valid,5.0,92.94,177.29,110.13,208.29,1645.13,68.95,76.92,114.44,16.85,12.39,23
2022-02-22,2022,2,Tuesday,3,Ho Chi Minh City,155,Unhealthy,PM2.5,false,Valid,4.92,86.33,141.69,103.6,171.34,1631.38,62.03,70.41,214.58,16.5,11.67,24
2022-02-23,2022,2,Wednesday,4,Ho Chi Minh City,155,Unhealthy,PM2.5,false,Valid,4.67,86.02,177.83,105.1,226.06,1730.68,66.22,66.11,173.09,13.32,12.6,24
2022-02-24,2022,2,Thursday,5,Ho Chi Minh City,58,Moderate,PM2.5,false,Valid,3.21,28.86,61.22,37.82,78.36,981.61,45.95,52.39,108.72,7.87,11.15,24
2022-02-25,2022,2,Friday,6,Ho Chi Minh City,64,Moderate,PM2.5,false,Valid,3.58,31.85,44.76,40.97,57.45,988.84,41.8,45.04,124.45,5.17,11.64,24
2022-02-26,2022,2,Saturday,7,Ho Chi Minh City,60,Moderate,PM2.5,false,Valid,3.5,29.81,64.85,40.72,81.3,902.06,35.04,40.62,164.51,7.38,11.13,24
2022-02-27,2022,2,Sunday,1,Ho Chi Minh City,51,Moderate,Ozone,false,Valid,2.83,23.04,55.64,32.25,72.22,757.7,32.1,41.5,160.22,6.65,9.36,24
2022-02-28,2022,2,Monday,2,Ho Chi Minh City,45,Good,PM2.5,false,Valid,2.71,22.68,56.59,32.73,76.69,784.67,35.77,46.96,121.59,8.25,9.71,24
2022-03-01,2022,3,Tuesday,3,Ho Chi Minh City,101,Poor,Ozone,false,Valid,3.08,24.74,40.28,35.88,49.8,751.02,31.75,46.57,200.27,7.74,9.44,24
2022-03-02,2022,3,Wednesday,4,Ho Chi Minh City,68,Moderate,PM2.5,false,Valid,3.96,33.74,49.31,49.37,69.93,978.55,43.38,63.8,123.02,16.26,13.33,24
2022-03-03,2022,3,Thursday,5,Ho Chi Minh City,161,Unhealthy,Ozone,false,Valid,4.04,61.55,132.12,78.33,145.91,1023.05,37.66,54.56,320.43,15.73,11.38,24
2022-03-04,2022,3,Friday,6,Ho Chi Minh City,75,Moderate,PM2.5,false,Valid,3.08,37.29,137.55,52.45,173.64,951.29,39.46,46.1,135.9,10.57,10.6,24
2022-03-05,2022,3,Saturday,7,Ho Chi Minh City,35,Good,Ozone,false,Valid,2.17,15.91,28.11,24.32,41.09,538.23,24.54,28.12,114.44,3.72,5.6,24
2022-03-06,2022,3,Sunday,1,Ho Chi Minh City,41,Good,Ozone,false,Valid,2.33,16.5,33.79,25.54,46.34,550.89,24.51,29.11,131.61,4.02,5.35,24
2022-03-07,2022,3,Monday,2,Ho Chi Minh City,47,Good,PM2.5,false,Valid,2.83,23.78,48.16,35.45,67.73,710.69,32.45,43.26,97.27,10.38,7.68,24
2022-03-08,2022,3,Tuesday,3,Ho Chi Minh City,182,Unhealthy,Ozone,false,Valid,4.33,57.52,150.32,72.68,164.49,942.94,39.08,54.67,363.35,8.29,9.43,24
2022-03-09,2022,3,Wednesday,4,Ho Chi Minh City,83,Moderate,PM2.5,false,Valid,4.25,41.51,74.75,61.82,99.99,827.51,37.71,43.71,130.18,4.4,8.68,24
2022-03-10,2022,3,Thursday,5,Ho Chi Minh City,92,Moderate,PM2.5,false,Valid,3.96,46.08,99.78,68.52,135.71,967.7,45.47,50.46,163.08,4.3,10.15,24
2022-03-11,2022,3,Friday,6,Ho Chi Minh City,123,Poor,Ozone,false,Valid,3.96,49.57,120.53,70.65,161.78,935.71,41.38,50.32,246.05,8.71,9.28,24
2022-03-12,2022,3,Saturday,7,Ho Chi Minh City,54,Moderate,Ozone,false,Valid,2.88,22.92,65.36,34.59,88.31,648.1,30.67,34.33,163.08,1.86,7.88,24
2022-03-13,2022,3,Sunday,1,Ho Chi Minh City,36,Good,Ozone,false,Valid,1.71,10.94,21.07,17.29,29.95,491.78,22.18,24.82,115.87,2.24,4.73,24
2022-03-14,2022,3,Monday,2,Ho Chi Minh City,30,Good,PM2.5,false,Valid,1.88,15.04,20.09,24.42,32.94,579.95,31.02,31.85,64.37,2.0,5.54,24
2022-03-15,2022,3,Tuesday,3,Ho Chi Minh City,28,Good,PM2.5,false,Valid,2.13,14.29,21.69,24.38,34.6,549.63,32.06,31.05,39.7,2.1,5.28,24
2022-03-16,2022,3,Wednesday,4,Ho Chi Minh City,29,Good,PM2.5,false,Valid,1.96,14.81,22.71,24.6,36.46,596.64,30.05,34.16,33.62,6.98,5.84,24
2022-03-17,2022,3,Thursday,5,Ho Chi Minh City,36,Good,Ozone,false,Valid,2.5,17.91,27.25,29.34,41.43,689.68,32.4,41.1,117.3,8.66,7.53,24
2022-03-18,2022,3,Friday,6,Ho Chi Minh City,116,Poor,Ozone,false,Valid,3.67,34.9,61.97,45.49,70.1,906.79,43.16,51.08,231.74,8.26,8.33,24
2022-03-19,2022,3,Saturday,7,Ho Chi Minh City,72,Moderate,PM2.5,false,Valid,3.21,35.81,86.33,46.61,99.9,817.22,41.46,46.28,145.91,7.23,6.94,24
2022-03-20,2022,3,Sunday,1,Ho Chi Minh City,28,Good,PM2.5,false,Valid,1.88,14.14,54.6,19.99,76.12,533.78,25.69,27.73,70.81,5.13,4.63,24
2022-03-21,2022,3,Monday,2,Ho Chi Minh City,31,Good,PM2.5,false,Valid,2.04,15.67,23.48,21.94,32.42,621.12,27.57,31.16,26.46,8.88,4.99,24
2022-03-22,2022,3,Tuesday,3,Ho Chi Minh City,52,Moderate,PM2.5,false,Valid,3.13,25.85,67.05,36.12,88.47,821.11,31.27,36.82,35.76,13.27,6.76,24
2022-03-23,2022,3,Wednesday,4,Ho Chi Minh City,99,Moderate,PM2.5,false,Valid,3.58,49.74,111.8,67.63,149.27,1403.57,35.47,49.88,52.21,30.08,10.15,24
2022-03-24,2022,3,Thursday,5,Ho Chi Minh City,61,Moderate,PM2.5,false,Valid,3.38,30.43,53.53,41.62,68.21,825.84,31.93,42.3,133.04,15.32,6.93,24
2022-03-25,2022,3,Friday,6,Ho Chi Minh City,65,Moderate,PM2.5,false,Valid,3.54,32.49,75.31,44.89,97.75,809.85,28.71,36.43,141.62,12.43,7.45,24
2022-03-26,2022,3,Saturday,7,Ho Chi Minh City,130,Poor,Ozone,false,Valid,4.13,41.08,88.99,52.24,115.07,812.21,32.91,43.95,260.35,10.43,7.94,24
2022-03-27,2022,3,Sunday,1,Ho Chi Minh City,134,Poor,Ozone,false,Valid,4.29,63.4,139.95,74.34,166.86,1067.84,39.45,48.63,268.94,12.32,9.97,24
2022-03-28,2022,3,Monday,2,Ho Chi Minh City,158,Unhealthy,Ozone,false,Valid,4.71,78.06,149.74,95.66,180.4,1485.35,62.92,85.87,314.71,29.29,12.67,24
2022-03-29,2022,3,Tuesday,3,Ho Chi Minh City,170,Unhealthy,PM2.5,false,Valid,5.0,108.0,165.51,119.18,178.33,1382.15,56.7,61.5,288.96,8.63,7.44,24
2022-03-30,2022,3,Wednesday,4,Ho Chi Minh City,139,Poor,PM2.5,false,Valid,4.13,73.59,164.34,83.87,186.95,1557.11,52.0,61.63,124.45,33.93,8.91,24
2022-03-31,2022,3,Thursday,5,Ho Chi Minh City,113,Poor,PM2.5,false,Valid,4.63,57.49,100.91,67.84,117.01,1357.12,43.97,61.21,39.34,23.71,9.77,24
2022-04-01,2022,4,Friday,6,Ho Chi Minh City,56,Moderate,PM2.5,false,Valid,3.38,28.01,49.53,38.31,67.41,979.38,33.77,41.05,64.37,15.43,6.87,24
2022-04-02,2022,4,Saturday,7,Ho Chi Minh City,73,Moderate,PM2.5,false,Valid,3.29,36.6,115.68,45.75,143.01,1217.48,33.7,29.39,75.1,10.91,7.34,24
2022-04-03,2022,4,Sunday,1,Ho Chi Minh City,156,Unhealthy,PM2.5,false,Valid,4.42,87.42,202.0,102.04,232.3,2002.44,57.43,44.94,191.69,5.13,12.59,24
2022-04-04,2022,4,Monday,2,Ho Chi Minh City,155,Unhealthy,PM2.5,false,Valid,4.71,85.94,164.29,103.66,205.87,1838.05,56.35,63.1,167.37,19.78,11.21,24
2022-04-05,2022,4,Tuesday,3,Ho Chi Minh City,194,Unhealthy,PM2.5,false,Valid,4.96,142.11,246.43,160.06,273.94,2293.11,86.21,86.52,243.19,24.48,13.78,24
2022-04-06,2022,4,Wednesday,4,Ho Chi Minh City,172,Unhealthy,PM2.5,false,Valid,4.5,110.42,215.52,127.18,250.63,1802.45,60.78,51.34,144.48,5.4,11.5,24
2022-04-07,2022,4,Thursday,5,Ho Chi Minh City,168,Unhealthy,PM2.5,false,Valid,5.0,104.7,160.99,121.26,189.23,1588.82,58.21,50.56,137.33,2.9,10.33,24
2022-04-08,2022,4,Friday,6,Ho Chi Minh City,127,Poor,PM2.5,false,Valid,4.83,66.1,127.25,77.19,142.97,1224.44,38.61,32.54,130.18,1.77,8.72,24
2022-04-09,2022,4,Saturday,7,Ho Chi Minh City,82,Moderate,PM2.5,false,Valid,4.0,41.02,61.41,48.71,75.04,922.08,36.87,35.8,59.37,2.37,7.82,24
2022-04-10,2022,4,Sunday,1,Ho Chi Minh City,90,Moderate,PM2.5,false,Valid,4.21,44.95,106.08,56.26,126.67,938.22,38.8,48.07,163.08,9.76,8.2,24
2022-04-11,2022,4,Monday,2,Ho Chi Minh City,96,Moderate,PM2.5,false,Valid,3.88,48.14,104.63,65.17,130.21,1246.13,38.37,45.1,82.25,19.81,10.24,24
2022-04-12,2022,4,Tuesday,3,Ho Chi Minh City,130,Poor,PM2.5,false,Valid,4.67,68.29,145.95,87.01,177.55,1533.75,44.17,56.46,78.68,24.73,12.64,24
2022-04-13,2022,4,Wednesday,4,Ho Chi Minh City,138,Poor,PM2.5,false,Valid,4.96,73.25,102.55,88.48,130.81,1330.41,44.83,56.31,200.27,17.75,10.65,24
2022-04-14,2022,4,Thursday,5,Ho Chi Minh City,128,Poor,PM2.5,false,Valid,4.83,67.06,102.39,82.19,119.13,1553.77,53.01,66.7,25.39,29.17,11.74,24
2022-04-15,2022,4,Friday,6,Ho Chi Minh City,168,Unhealthy,PM2.5,false,Valid,4.67,104.9,309.16,126.75,379.15,2364.32,50.49,66.04,67.23,35.97,13.34,24
2022-04-16,2022,4,Saturday,7,Ho Chi Minh City,177,Unhealthy,PM2.5,false,Valid,4.46,117.81,419.33,135.18,463.22,2629.12,38.84,50.43,85.83,50.34,12.66,24
2022-04-17,2022,4,Sunday,1,Ho Chi Minh City,55,Moderate,PM2.5,false,Valid,3.33,27.16,43.61,37.42,63.57,814.99,32.6,36.23,89.41,6.04,6.16,24
2022-04-18,2022,4,Monday,2,Ho Chi Minh City,85,Moderate,PM2.5,false,Valid,3.88,42.84,73.63,60.08,104.96,1312.33,39.0,49.0,62.23,18.78,11.15,24
2022-04-19,2022,4,Tuesday,3,Ho Chi Minh City,145,Poor,Ozone,false,Valid,4.58,64.6,121.51,84.86,157.99,1314.28,40.03,47.11,291.82,15.9,10.1,24
2022-04-20,2022,4,Wednesday,4,Ho Chi Minh City,126,Poor,PM2.5,false,Valid,4.58,65.42,137.33,85.52,177.06,1694.52,51.67,57.8,71.53,23.2,11.51,24
2022-04-21,2022,4,Thursday,5,Ho Chi Minh City,106,Poor,Ozone,false,Valid,3.63,40.16,130.26,54.71,168.15,971.04,37.21,43.36,211.72,8.74,7.68,24
2022-04-22,2022,4,Friday,6,Ho Chi Minh City,58,Moderate,PM2.5,false,Valid,3.58,28.98,43.82,41.3,62.75,796.08,35.22,42.08,145.91,6.47,7.51,24
2022-04-23,2022,4,Saturday,7,Ho Chi Minh City,74,Moderate,PM2.5,false,Valid,3.58,36.85,87.66,49.66,111.94,955.46,33.38,36.43,118.73,12.41,7.84,24
2022-04-24,2022,4,Sunday,1,Ho Chi Minh City,114,Poor,PM2.5,false,Valid,4.13,58.48,116.73,74.68,142.17,1393.28,40.28,52.48,120.16,30.84,9.59,24
2022-04-25,2022,4,Monday,2,Ho Chi Minh City,75,Moderate,PM2.5,false,Valid,3.58,37.4,79.11,49.97,108.53,920.69,36.83,41.17,50.07,11.21,8.37,24
2022-04-26,2022,4,Tuesday,3,Ho Chi Minh City,123,Poor,PM2.5,false,Valid,4.5,63.87,127.01,80.74,153.21,1477.56,39.76,61.79,46.49,33.83,12.46,24
2022-04-27,2022,4,Wednesday,4,Ho Chi Minh City,143,Poor,PM2.5,false,Valid,4.5,75.9,172.05,88.54,194.86,1239.74,50.45,66.18,208.85,17.88,10.48,24
2022-04-28,2022,4,Thursday,5,Ho Chi Minh City,59,Moderate,PM2.5,false,Valid,3.08,29.37,80.69,38.78,94.9,754.36,35.46,45.03,68.66,12.96,7.18,24
2022-04-29,2022,4,Friday,6,Ho Chi Minh City,229,Very Unhealthy,PM2.5,true,Valid,5.0,178.3,355.4,194.06,378.01,2763.19,111.04,120.06,168.8,50.04,9.36,24
2022-04-30,2022,4,Saturday,7,Ho Chi Minh City,132,Poor,PM2.5,false,Valid,3.75,69.19,371.0,79.67,395.47,1351.28,45.44,56.11,51.5,29.46,7.17,24
2022-05-01,2022,5,Sunday,1,Ho Chi Minh City,134,Poor,PM2.5,false,Valid,3.83,70.43,202.25,84.37,236.4,1873.1,28.42,41.54,15.56,36.41,10.47,24
2022-05-02,2022,5,Monday,2,Ho Chi Minh City,151,Unhealthy,PM2.5,false,Valid,3.83,80.45,214.16,96.76,253.78,2178.79,39.63,76.91,13.23,60.46,13.39,24
2022-05-03,2022,5,Tuesday,3,Ho Chi Minh City,119,Poor,PM2.5,false,Valid,4.25,61.28,141.69,71.74,165.09,1544.87,53.02,51.29,27.89,20.0,8.11,24
2022-05-04,2022,5,Wednesday,4,Ho Chi Minh City,152,Unhealthy,PM2.5,false,Valid,4.83,82.36,159.01,93.55,177.44,1715.1,74.94,69.92,44.35,15.24,9.43,24
2022-05-05,2022,5,Thursday,5,Ho Chi Minh City,92,Moderate,PM2.5,false,Valid,3.71,46.24,112.62,57.35,131.28,1045.58,45.65,53.38,140.19,9.81,7.56,24
2022-05-06,2022,5,Friday,6,Ho Chi Minh City,44,Good,PM2.5,false,Valid,3.0,22.37,37.39,32.09,56.67,737.67,32.07,36.44,64.37,9.28,6.22,24
2022-05-07,2022,5,Saturday,7,Ho Chi Minh City,53,Moderate,PM2.5,false,Valid,3.25,26.04,45.33,32.6,56.87,641.7,29.2,32.26,43.63,3.2,5.81,24
2022-05-08,2022,5,Sunday,1,Ho Chi Minh City,47,Good,PM2.5,false,Valid,3.17,23.62,40.78,30.22,53.32,667.57,31.46,32.55,32.9,3.39,5.09,24
2022-05-09,2022,5,Monday,2,Ho Chi Minh City,59,Moderate,PM2.5,false,Valid,3.33,29.14,46.81,38.6,61.23,711.24,32.75,37.5,48.64,9.06,6.14,24
2022-05-10,2022,5,Tuesday,3,Ho Chi Minh City,80,Moderate,PM2.5,false,Valid,3.92,40.27,68.75,54.18,96.91,1010.82,36.29,47.64,41.48,20.04,8.01,24
2022-05-11,2022,5,Wednesday,4,Ho Chi Minh City,166,Unhealthy,PM2.5,false,Valid,4.0,101.96,306.23,118.74,329.13,2220.23,31.2,66.88,10.55,68.82,16.79,24
2022-05-12,2022,5,Thursday,5,Ho Chi Minh City,205,Very Unhealthy,PM2.5,true,Valid,4.79,154.05,357.64,179.44,387.57,2975.98,38.88,79.91,1.05,91.13,15.86,24
2022-05-13,2022,5,Friday,6,Ho Chi Minh City,117,Poor,PM2.5,false,Valid,4.54,59.89,114.26,74.08,134.66,1478.11,33.44,38.49,113.01,17.16,10.11,24
2022-05-14,2022,5,Saturday,7,Ho Chi Minh City,129,Poor,PM2.5,false,Valid,4.38,67.57,127.84,82.0,160.55,1613.86,31.64,35.64,98.71,18.6,10.43,24
2022-05-15,2022,5,Sunday,1,Ho Chi Minh City,144,Poor,PM2.5,false,Valid,4.5,76.65,135.4,87.21,154.24,1381.32,50.57,52.7,115.87,19.41,9.17,24
2022-05-16,2022,5,Monday,2,Ho Chi Minh City,212,Very Unhealthy,PM2.5,true,Valid,4.71,161.44,378.96,187.16,425.3,3144.82,39.47,100.69,1.3,99.83,29.54,24
2022-05-17,2022,5,Tuesday,3,Ho Chi Minh City,113,Poor,PM2.5,false,Valid,4.58,57.39,133.04,70.89,155.7,1495.92,38.53,67.67,0.61,42.87,9.58,24
2022-05-18,2022,5,Wednesday,4,Ho Chi Minh City,141,Poor,PM2.5,false,Valid,4.71,74.63,154.34,92.24,190.16,2139.57,38.46,71.45,5.68,53.32,13.42,24
2022-05-19,2022,5,Thursday,5,Ho Chi Minh City,195,Unhealthy,PM2.5,false,Valid,4.92,144.06,351.89,159.49,373.78,2950.11,47.92,83.66,2.64,86.91,16.0,24
2022-05-20,2022,5,Friday,6,Ho Chi Minh City,310,Hazardous,PM2.5,true,Valid,4.13,261.94,757.53,289.44,824.59,5417.62,42.94,69.22,34.33,112.14,31.62,24
2022-05-21,2022,5,Saturday,7,Ho Chi Minh City,51,Moderate,PM2.5,false,Valid,2.67,25.05,114.57,30.41,127.69,798.86,22.32,23.3,19.31,8.75,5.97,24
2022-05-22,2022,5,Sunday,1,Ho Chi Minh City,32,Good,PM2.5,false,Valid,2.29,16.26,22.99,19.83,27.59,628.21,20.99,18.8,37.55,4.29,4.47,24
2022-05-23,2022,5,Monday,2,Ho Chi Minh City,83,Moderate,PM2.5,false,Valid,3.54,41.5,86.56,52.55,114.53,1116.51,27.25,27.34,42.92,13.87,7.41,24
2022-05-24,2022,5,Tuesday,3,Ho Chi Minh City,107,Poor,PM2.5,false,Valid,4.0,54.03,120.48,68.41,152.45,1400.51,29.65,37.14,25.03,23.62,10.3,24
2022-05-25,2022,5,Wednesday,4,Ho Chi Minh City,110,Poor,PM2.5,false,Valid,3.83,55.67,135.22,69.28,163.7,1470.33,21.91,35.57,8.67,33.63,9.54,24
2022-05-26,2022,5,Thursday,5,Ho Chi Minh City,79,Moderate,PM2.5,false,Valid,3.46,39.55,113.7,50.4,142.89,1175.76,24.19,31.87,15.74,20.87,8.63,24
2022-05-27,2022,5,Friday,6,Ho Chi Minh City,28,Good,PM2.5,false,Valid,2.0,14.43,18.95,17.77,22.91,620.29,22.15,23.01,48.64,6.01,4.52,24
2022-05-28,2022,5,Saturday,7,Ho Chi Minh City,55,Moderate,PM2.5,false,Valid,3.08,27.15,71.73,34.14,90.27,908.18,22.81,23.44,37.19,10.88,6.53,24
2022-05-29,2022,5,Sunday,1,Ho Chi Minh City,40,Good,PM2.5,false,Valid,2.71,20.31,35.4,26.31,46.63,722.65,20.64,20.88,62.23,7.11,6.1,24
2022-05-30,2022,5,Monday,2,Ho Chi Minh City,122,Poor,PM2.5,false,Valid,3.54,63.15,214.66,75.13,239.67,1499.53,28.4,35.29,10.73,27.47,10.53,24
2022-05-31,2022,5,Tuesday,3,Ho Chi Minh City,158,Unhealthy,PM2.5,false,Valid,4.92,90.63,243.54,104.72,280.57,1620.81,45.66,59.41,124.45,26.82,10.21,24
2022-06-01,2022,6,Wednesday,4,Ho Chi Minh City,157,Unhealthy,PM2.5,false,Valid,4.63,89.07,182.18,107.72,227.01,2129.0,32.43,67.97,0.94,66.1,12.27,24
2022-06-02,2022,6,Thursday,5,Ho Chi Minh City,124,Poor,PM2.5,false,Valid,4.17,64.47,128.97,80.32,150.16,1688.68,30.63,42.51,11.09,34.06,11.12,24
2022-06-03,2022,6,Friday,6,Ho Chi Minh City,99,Moderate,PM2.5,false,Valid,4.0,49.75,88.91,61.46,114.84,1377.14,30.82,36.15,5.05,22.19,9.53,24
2022-06-04,2022,6,Saturday,7,Ho Chi Minh City,241,Very Unhealthy,PM2.5,true,Valid,4.67,190.87,425.82,210.16,479.9,3799.04,44.13,54.18,37.55,67.11,24.18,24
2022-06-05,2022,6,Sunday,1,Ho Chi Minh City,151,Unhealthy,PM2.5,false,Valid,4.54,80.16,384.13,90.28,409.13,1412.75,28.38,26.13,133.04,15.16,8.85,24
2022-06-06,2022,6,Monday,2,Ho Chi Minh City,104,Poor,PM2.5,false,Valid,3.83,51.94,134.39,62.95,157.04,1253.37,25.17,34.76,63.66,24.13,10.21,24
2022-06-07,2022,6,Tuesday,3,Ho Chi Minh City,172,Unhealthy,PM2.5,false,Valid,4.29,110.46,435.04,125.74,466.28,2348.74,26.55,69.52,4.69,72.93,26.59,24
2022-06-08,2022,6,Wednesday,4,Ho Chi Minh City,162,Unhealthy,PM2.5,false,Valid,4.17,95.9,523.03,112.51,565.44,2137.34,29.5,53.17,18.78,54.56,17.29,24
